,H100,H101,H102,H103,H104,H105,H106,H107,H108,H109,H110,H111,H112,H113,H114,H115,H116,H117,H118,H119,H120,H121,H122,H123,H124,H125,H126,H127,H128,H129,H130,H131,H132,H133,H134,H135,H136,H137,H138,H139,H140,H141,H142,H143,H144,H145,H146,H147,H148,H149,H150,H151,H152,H153,H154,H155,H156,H157,H158,H159,H160,H161,H162,H163,H164,H165,H166,H167,H168,H169,H170,H171,H172,H173,H174,H175,H176,H177,H178,H179,H180,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,taxonomy,otu,old name,new_name,acc,%id,,,,,taxonomy,acc,%identity
Otu1423,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa,Otu1423,Eukaryota;Opisthokonta;Holozoa,#N/A,#N/A,#N/A,,,,,,,
Otu1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales,Otu1700,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales,#N/A,#N/A,#N/A,,,,,,,
Otu2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,Otu2380,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Filenchus; s__Filenchus+facultativus,KJ869310,97.4,,,,,,,
Otu950,0,0,0,0,1,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea,Otu950,Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea,#N/A,#N/A,#N/A,,,,,,,
Otu2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota,Otu2541,Eukaryota,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Colpodea; o__Cyrtolophosidida; f__Kreyellidae; g__Cyrtolophosididae; s__Microdiaphanosoma+arcuatum,GU997633,97.67,,,,,,,
Otu200,3,6,8,0,7,0,0,0,0,4,2,0,1,2,1,5,2,3,2,2,0,1,4,10,5,3,6,1,4,1,4,3,2,2,8,2,3,2,6,6,1,0,8,2,3,0,4,0,0,1,3,0,1,4,1,1,2,4,1,1,1,0,0,0,0,1,1,0,0,27,0,0,1,0,0,0,0,4,1,0,0,0,1,0,18,1,0,0,0,0,0,1,2,3,0,0,6,0,1,0,8,1,0,6,0,1,0,9,0,3,2,0,0,3,0,3,1,1,1,4,4,0,0,0,0,2,1,0,1,1,1,0,2,1,0,0,0,1,3,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina,Otu200,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina,#N/A,#N/A,#N/A,,,,,,,
Otu918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,7,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,1,7,0,3,1,1,3,0,0,0,0,1,0,2,6,0,0,5,2,2,0,0,0,0,1,0,4,7,2,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Klebsormidiophyceae,Otu918,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Klebsormidiophyceae,d__Eukaryota; sg__Archaeplastida; p__Streptophyta; c__Klebsormidiophyceae; o__Klebsormidiophyceae_X; f__Klebsormidiophyceae_XX; g__Klebsormidium; s__Klebsormidium+flaccidum,X75520,97.14,,,,,,,
Otu912,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Acari,Otu912,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Acari,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Hydrozetes; s__Hydrozetes+lacustris,EU433987,98.51,,,,,,,
Otu2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Demospongiae,Otu2749,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Demospongiae,#N/A,#N/A,#N/A,,,,,,,
Otu3116,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronemataceae,Otu3116,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronemataceae,#N/A,#N/A,#N/A,,,,,,,
Otu254,0,0,4,33,9,0,7,0,0,0,0,0,2,0,0,0,2,0,7,1,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,25,0,0,0,0,2,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa,Otu254,Eukaryota;SAR;Rhizaria;Cercozoa,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Sandonidae; g__Sandona; s__Sandona+aporians,AY965867,88.57,,,,,,,
Otu23,46,71,30,52,52,15,56,62,34,5,3,17,94,21,6,20,13,25,21,8,51,11,38,46,64,29,49,190,17,41,17,56,21,15,13,22,28,44,3,12,129,29,23,30,35,11,6,21,89,66,59,28,82,33,57,2,45,8,18,24,24,44,27,17,4,45,24,44,28,12,9,27,38,17,24,53,59,263,34,29,34,8,6,14,6,14,19,35,8,4,1,5,42,15,41,0,20,5,29,4,5,37,1,40,14,2,26,19,42,5,20,6,77,113,2,1,19,18,20,5,11,26,23,37,57,29,15,16,17,86,88,8,36,8,8,6,11,2,4,19,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,Otu23,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,#N/A,#N/A,#N/A,,,,,,,
Otu1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes,Otu1784,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Porifera; o__Porifera_X; f__Demospongiae; g__Haliclona; s__Haliclona+walentinae,KC902131,100,,,,,,,
Otu1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,Otu1992,Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys,#N/A,#N/A,#N/A,,,,,,,
Otu729,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Amoebozoa,Otu729,Eukaryota;Amoebozoa,d__Eukaryota; sg__Amoebozoa; p__Conosa; c__Variosea; o__Variosea_X; f__WIM-1-lineage; g__WIM-1-lineage_X; s__WIM-1-lineage_X+sp.,AM114811,98.86,,,,,,,
Otu2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes;Spizellomycetales,Otu2990,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes;Spizellomycetales,#N/A,#N/A,#N/A,,,,,,,
Otu1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,Otu1458,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales,#N/A,#N/A,#N/A,,,,,,,
Otu1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae,Otu1549,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695472,90.96,,,,,,,
Otu2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Glomeromycota;Incertae Sedis;Glomeromycetes;Diversisporales;Gigasporaceae,Otu2032,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Glomeromycota;Incertae Sedis;Glomeromycetes;Diversisporales;Gigasporaceae,#N/A,#N/A,#N/A,,,,,,,
Otu2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Araneae,Otu2104,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Araneae,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Paikiniana; s__Paikiniana+sp.,GU338495,98.25,,,,,,,
Otu2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita,Otu2881,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Filosa; o__Filosa_X; f__Filosa_XX; g__Filosa_XXX; s__Filosa_XXX+sp.,EF024287,98.86,,,,,,,
Otu1108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,1,0,4,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,Otu1108,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,#N/A,#N/A,#N/A,,,,,,,
Otu2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa,Otu2877,Eukaryota;SAR;Rhizaria;Cercozoa,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Sandonidae; g__Bodomorpha; s__Bodomorpha+sp.,HM536172,88.51,,,,,,,
Otu243,0,13,10,4,0,5,1,0,0,1,4,15,0,10,6,3,6,2,0,1,1,3,13,3,7,5,3,1,7,6,0,4,8,2,5,3,9,6,4,5,1,0,0,8,1,1,1,0,0,0,3,0,1,1,2,2,0,0,0,0,0,1,2,0,2,0,5,0,0,0,0,0,1,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,15,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12C,Otu243,Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12C,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__MAST; o__MAST-12; f__MAST-12C; g__MAST-12C_X; s__MAST-12C_X+sp.,EF219382,94.92,,,,,,,
Otu1398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,1,3,4,0,1,2,1,0,0,1,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,1,2,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Thelebolales;Thelebolaceae,Otu1398,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Thelebolales;Thelebolaceae,#N/A,#N/A,#N/A,,,,,,,
Otu1675,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trichosporonaceae,Otu1675,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trichosporonaceae,#N/A,#N/A,#N/A,,,,,,,
Otu119,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,11,0,0,4,8,0,11,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,11,0,0,3,1,1,2,0,2,1,0,0,0,0,0,0,0,1,2,2,5,0,0,0,0,0,0,0,0,59,3,2,4,4,1,0,48,151,17,2,5,7,3,1,19,3,2,2,7,4,45,23,3,1,156,4,53,6,5,42,11,0,5,5,1,41,39,11,42,3,0,0,30,3,16,1,1,0,1,1,0,0,0,0,0,2,20,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida,Otu119,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Chromadorea_XX; s__Chromadorea_XX+sp.,AB695467,98.86,,,,,,,
Otu215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,14,1,2,1,1,49,0,2,1,16,8,6,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronemataceae,Otu215,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronemataceae,#N/A,#N/A,#N/A,,,,,,,
Otu1418,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,Otu1418,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,#N/A,#N/A,#N/A,,,,,,,
Otu36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,39,1,51,281,55,2,32,60,5,0,20,1,1,16,7,16,2,43,11,0,23,0,3,4,1,1,2,73,1,3,1,459,2,65,65,0,23,Eukaryota;SAR;Stramenopiles;Peronosporomycetes,Otu36,Eukaryota;SAR;Stramenopiles;Peronosporomycetes,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__Oomycota; o__Oomycota_X; f__Leptomitales; g__Leptomitales_X; s__Leptomitales_X+sp.,EF023544,88.7,,,,,,,
